id,name,place_id,address,lat,lng,island,region,phone,website_url,rating,review_count,opening_hours,google_maps_url,photo_url,description,price_min_nzd,price_max_nzd,tags,booking_url
197,Titirangi Golf Club,ChIJO8Cbuv9DDW0R4O6bJGLvAA8,"11 Links Road, New Lynn, Auckland 0600, New Zealand",-36.9175526,174.68675750000003,North Island,Auckland,+64 9 827 5749,http://www.titirangigolf.co.nz/,4.5,269,"['Monday: 6:30\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 6:30\u202fAM\u2009–\u20097:30\u202fPM']",https://maps.google.com/?cid=1081127115368951520&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJO8Cbuv9DDW0R4O6bJGLvAA8/photos/AcnlKN2DBbCWu2IdL4Fc6dUdhlf6YGEWpHTdDEeyf1x-4hLuJulzEnXupqd_BISqhhwGwvjXv-Rdb0IUIOdrRQrCTMl0x-_QUYCIXL6NIn9fo6b2KFze-p9mHo-I3JOlNtpowA3iIGk5ZEqHm_RkkN06Aib0F6ki8aEkVjG9yrGMlQfIFmN-_LFLi52YvbnXfmsiYXhOYMnt-S1YloWZlX9G5njknBUDcRFjRX-RSbS6B-UznwG06oFT79bV0YNRKa9CYlhxTo0bEsAytRoikPdXtvtpio-l5d_zQDHEW2WNizSrFQ/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf course designed by Alister MacKenzie, with 18 holes, undulating fairways & a bar.",50,120,"['links', 'mid', 'rural']",
198,Tokanui Golf Club,ChIJjeYsJnQ4LagRqhl_4m0sQqw,"Boat Harbour Road, Fortrose 9875, New Zealand",-46.583646099999996,168.8017103,South Island,Southland,,,4.5,15,,https://maps.google.com/?cid=12412532373449546154&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJjeYsJnQ4LagRqhl_4m0sQqw/photos/AcnlKN3QyOAfHlRJz2uJYEOCFiIzaR7m62PEr5kG50JMcS5_2x2tw2QZe8yxTlynEqxivUk-Yi34pTaQ6i4rCCVZUTovhhOcYUbibNAqeNTDt8uHz4tX4wJAYJssee5Z3MJ335o48OB2De7A0pW7STkgh3AkcBN3ZgGPtObU9aC1w47wjAOqEd36JqCdSKvl4FfEOmgp70E9tgVFy538Y5LmMW0Hv8IbIcJffzg9j1kJjC3aWTnln4bIOvPIZBSnr8_tbb4hj20lxqzoCpJQTm6BuBLLQyliOEk-nN1zE8lnoBMJqbfXr92MYlX1KhtOTrJLmXvaI4aYsKNn7o9Ubbo_VMX-4ehhbdouhYmsXtVZd5uMfIGNtLxyzNV-WRKFf64ml812lhluM-dPMiB0NJICSMZG1XExeumlUt20_dHoDRSJ2jIn/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Southland, South Island, featuring stunning coastal views. Rated 4.5/5 (15 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
199,Tokarahi Golf Club,ChIJCSl-ICQiKqgRZE6kD7OfozY,"215 Dip Hill Road, Livingstone 9491, New Zealand",-44.9378965,170.61212329999998,South Island,Otago,+64 3 432 6106,https://tokarahigolf.club/,5,11,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://maps.google.com/?cid=3937166090662334052&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJCSl-ICQiKqgRZE6kD7OfozY/photos/AcnlKN146hLZQs7xakUprMTIcZzk4O-2zOxFaoXMl_TGk3QWo8zSp8cQlgBulf_lAZrgHeao69Gzsdxzkhty6KioM62KtNFxVENNqfhQt7Gm3AgOkYYAqfAn9upB2ex8j_FaUFc_xfkrz6xXhcdTFodtCw7J-XoRVCFDwFVgBwWaC2a9MTrhuQ_Fwi0ClUigU3RZkGkjShsCUfHWJEUBtKeVtmBJT63hgeCTf9SPbYGKLY3rV7j26k4GyJ5_-grTEMV05LlpaRuPZ49Txjzk8GSigrTAk60-KWxgfiq1OBiuo_u95irfSqtonrniy7PUYUprWj5G5wlGAr3yvX-QGfj6TELoND46lliOsm-LDO1040HEEr9mbyKcwpJqo_b2q15ZyaERVzpV57UZ4a7lUu5592ECY3jb9JBwU_ErFoeL3wypX2B5bNNWX5iwsGrIRQ_r/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Otago, South Island, set against a scenic mountain backdrop. Rated 5/5 (11 reviews) on Google.",80,180,"['coast', 'local', 'mid']",
200,Tolaga Bay Golf Club,ChIJuRxcOz43ZG0RPtUvt3K1BS4,"Banks Street, Tolaga Bay 4077, New Zealand",-38.36818290000001,178.30145249999998,North Island,Gisborne,,,4,9,,https://maps.google.com/?cid=3316256204932502846&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJuRxcOz43ZG0RPtUvt3K1BS4/photos/AcnlKN2PJGQ2huJajXdxilh_oaUV8shWx82pBaxt5UgUaw9_IWcGcvw8yhvQY-bTjbzItnYjAPXphRgRi_hlpObHmtfbBUdGvP4kx1dWiaqUDnDLOvZKCrZXpSUKL27zSWO4FvpnBMTPlQ972siTF1whRIp-OFzf0FptLU6K59WS_qKAj5w91lcpax0WLWATS2w06x2_HvqfjP9wbv8wXOvVE_eK3D7ZPKw2SyPB2k2QSt5gw0fpiVz5ciJrLNEnZMaN2GbLJf5RhUM0a3Px6_3g0XqiT8GrfDPW_46iiri1w_UWCAqlMjTv0reoMfsGP02Vug9SudxUyjL0ndVTI7Fr0Dbs2kivmECTuzU8cyaxZKVNqOnywxHOsnyySBFVCMOaqAQHZtwSoLqFfOf4jd97FdX-5pOcUUJj9DGvIxxDRwA/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Gisborne, North Island, featuring stunning coastal views. Rated 4/5 (9 reviews) on Google.",35,80,"['coast', 'local', 'value']",
201,Totaradale Golf Club,ChIJJQ7W53uiO20RJ8gxnqathyA,"147 Pigeon Valley Road, Wakefield 7025, New Zealand",-41.395841999999995,173.0295329,South Island,West Coast,+64 3 541 8030,http://www.totaradalegolf.co.nz/,4.6,68,"['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20095:00\u202fPM']",https://maps.google.com/?cid=2344033062199871527&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJJQ7W53uiO20RJ8gxnqathyA/photos/AcnlKN0xLCt4fYRSEIsgNXicqAuEnmJtktwdFHqCIeVkaBn_5K6ohGyTBYBuxwiWiy6sh8luVdovvym9V-QIU8RsQ3qMuH6zKdD7Yg9EqX9Gbih93QVQJTAQZVSuXfrBso_hzN27yKbgj9f7fWOFPpTORg67r7hUtpfXauMynI5WASU1bTtbKh68zJMC5TrX7ycnI0MrabNghPved_qe3nkW9YCrVPSoIPs-s2mCkIw2gx6zWIKirijtQlXyTDGMQZKPIMKhtnXtHGsQBnhjM-twbpTpH38PCtXo5UrIn2cMDeWvkQ/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in West Coast, South Island, offering a peaceful playing environment. Rated 4.6/5 (68 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
202,Tuatapere Golf Club,ChIJr40swNiw06kR014h4ehqdw8,"4 Clifden Domain Road, Rowallan 9691, New Zealand",-46.0443485,167.70788439999998,South Island,Southland,,https://www.facebook.com/p/Tuatapere-Golf-Club-100057102714309/,4.8,6,,https://maps.google.com/?cid=1114476981239504595&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJr40swNiw06kR014h4ehqdw8/photos/AcnlKN0mlTuJZKBm8xXkeNOrhf5kypu3oYknzwe51fWEeHpNEfEpUY8eRWNI-IL2NnwbAxlArhL5GxIrVEMcjWUyUsQlsU2dcLVVU7RNJ5P3hIr-XjSQDmYp02bOwyK7Y2RTdGEIrI6ZoqG5GR5sn1xqB2Bynv4qA9liga2Cj9SCSsVhXDglt8F__myCKye-Akn19HcPEEdassZNucVzH1_QBZxhISAERNBZ1EEpJifNyjJSLWr4SxCCjG92wcky09LJxdvILaYqgpWpyvZiXtBX5YQ29fyguMKRUq_RPoOKB6tdantLi0QKKBaIA4nMl4PH_BgCq1z4T2tr6NvNjiwtqeiEe5D7sZyR3vDdeNfwyUPD4k_aSPokanQKvuNdiXpVhcmWMTrViWc4XiAriUvgqeGFJ6x-G0Zd7mdtSdd-ruOv3Kkx/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Southland, South Island, offering a peaceful playing environment. Rated 4.8/5 (6 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
203,Urenui Golf Club,ChIJ3WdeS_bwFG0RoxMr-4R8I_0,"Urenui 4377, New Zealand",-38.9907338,174.3963324,North Island,Taranaki,,https://urenuigolfclub.co.nz/,4.4,10,,https://maps.google.com/?cid=18240559826372072355&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJ3WdeS_bwFG0RoxMr-4R8I_0/photos/AcnlKN3CLyUPPD6NGhMkckKyKypiAs9mKD6hYNZBZeGDd2eWtvZX9NAE0kLZZLO4iXD5drevCd02gTmwDsl9Liudo_39b8vNDXaJoRYtB9-aCoWe4EUjNbLV0LwbPmOWkt0BTQYql7Swr20gjWYPjcOspbjgaEB0hfQXJDjJLnf9OaepaCzxnDjPNrjmCb0n4hgbmMX7V8PYPGPjsEd_izfyZi_QLSM05JQUTU4I672xPgbBZZLLS6nQ5I5QKVCRkJ4oOSMXYxu_OSOe7LElp29WZrsDJrT5PJ2250ZKpdfYq3MsxNPjoeRkGQVCiVAQXigJ0wz4I5zr9-HAnyOe_ixn_t7014FxmOL3rVRWiHzjpn5Ts1ZFr1evUKeGNwe5kJYxu_iIQZ5zpgVzpRIS77oFtHAppEUUpi6leoDDomkqqLmfOcDUlGRbEMogYNRak1RG/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Taranaki, North Island, offering a peaceful playing environment. Rated 4.4/5 (10 reviews) on Google.",35,80,"['coast', 'local', 'value']",
204,Waahi Taakaro Golf Course,ChIJpc4kAqXtO20Rmey3V42_wPQ,"336 Maitai Valley Road, Maitai, Nelson 7010, New Zealand",-41.280184399999996,173.3306314,South Island,Nelson,+64 3 548 7301,https://www.waahitaakarogolfclub.co.nz/,4.4,79,"['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20097:00\u202fPM']",https://maps.google.com/?cid=17636306754565827737&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJpc4kAqXtO20Rmey3V42_wPQ/photos/AcnlKN1IeqjEzpupmYoAAkTOCuxzuo8pecP1PKcakdcbevFAl8ehl0MCjzhMMHAQsS-4HocBJo70-MlaDTyXwt10wmzW39ivkFR7KBkJm_TB4enZE1MRl4V1HQ1pupOsGWWrPADp3gsE3e2OJci0_hhHcvU0h2ubXTQf7H_kvArsB4xeEvLBAcH19hvl2-3RbUYB8A6jZ1F7qYGwQqyWRqERCWiZGo04-VOEEeIDH0Z2b4uBK9uV6TOxrqazrBmHpJlS-2XU_W8dgiJSwFTy040BnuRLntQte3QTGH7lNyIrmv3cdnmPj66NGZue4Gv2oMyLC_w015VKG1URj_TK9zLWmbNz-nCntOr9pya_FSIa5EkK7Mxsba-ivEFb6ZzNr_gpGsFjg7jQRhAHtn40NXfZ8JDUtSQa1jsQ5H2y_16li0iL8w/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf course in Nelson, South Island, offering a peaceful playing environment. Rated 4.4/5 (79 reviews) on Google.",35,80,"['coast', 'local', 'value']",
205,Waikaia Golf Club,ChIJOycMV2hU06kR4IlDFgHaoXo,"Wylam Street, Waikaia 9778, New Zealand",-45.7226479,168.8529815,South Island,Southland,+64 3 202 7781,,4,12,,https://maps.google.com/?cid=8836583642080971232&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJOycMV2hU06kR4IlDFgHaoXo/photos/AcnlKN2wccSGMSJmLlvP7E-bDju6FKFBoZ70LBajiVdEMG8F64nSUsNf0td4dbkUGIfg9zD_H9-MD2UWeU3SoKY__H3JfOq2GZaUboJttNDaJMKSwmO58mCqsUFv9_pNIDliW3bgCs-PghKSfQuvwzxLKV3ANH21EZs0tEQmJIASpuzsjbowTvpNhgH1zBUOSYFlQaUI4KYzAP3DrON0HSgkbKBSj_W_Uk6jd1_QONzFyO_5wXxPhm3_fsWBvax3xPOFdwIObkP13x7sTjh18YJealyxANwLrWRu4NO3i7tqYydI7-1JA3BBCBQxjiqkkisaFEOY9UbUUGV_oSJRQvsLWZRrQk2bOBBQSVfjXNWXbb0CJ1KSh6a8ljDP7-bv3ADFhBG3VEreccIQzrXfy62FNDjPNcvw3mJHeJWPlcyCPcnUckIs/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Southland, South Island, offering a peaceful playing environment. Rated 4/5 (12 reviews) on Google.",35,80,"['coast', 'local', 'value']",
206,Waikare Golf Club,ChIJaW_60oREbW0RR9tZX--bNLA,"66 Waerenga Road, Te Kauwhata 3781, New Zealand",-37.398452,175.1527872,North Island,Waikato,+64 7 826 3574,http://www.waikaregolfclub.co.nz/,4.6,129,"['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20095:00\u202fPM']",https://maps.google.com/?cid=12696944701863484231&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJaW_60oREbW0RR9tZX--bNLA/photos/AcnlKN2pPVybNHb6Veb5SeKFxxDHrfGUm4-Cl3Ov7utJSuGK0kxF59l10X8RL_Iv9-pz1L0WCJOProasvEKfZg4I7SFwRJQ0rI_N37Fy_nF8TkBoxZxZVcYttofQHa2P0ez6DWqHMTEc1sdS__-sq1uXDKRxUevBDzHsHaBR5VUaMU08C6JZGSyWwhYEZUF40SVERwB8SLAWylxLR6-JnRkkgpPUhsz0ThNVybvvhkqz3zJID-9jhBMgiQOEdNOEzpNYpRfcFg37tSLCQEf1znBpeYECGL0pOJZ9xl7XeBjJ8xl6djYJUXw7m5R6p6_Hg6iQIiBj3LGcQgTqj4T4-jHavrz0gTwfs60HbcWT5LpjoxbGtLpMJtnsOEURdSfC5KD4Vl96rh2cFL_OoANymGZJJlmeYuV_ezMd1a3Pnu_-blxIuA/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Waikato, North Island, offering a peaceful playing environment. Rated 4.6/5 (129 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
207,Waimakariri Gorge Golf Club,ChIJOVVVVRUGLm0R4fbtfNinlEI,"1847 Thongcaster Road, Bexley, Rangiora 7400, New Zealand",-43.3519031,172.06380059999998,South Island,Canterbury,+64 3 312 4339,http://waimakgolf.nz/,4.6,87,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://maps.google.com/?cid=4797644051307165409&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJOVVVVRUGLm0R4fbtfNinlEI/photos/AcnlKN1IFCsrEpQsiB4d4w-H-8IH8OT0RBnZJF15EVtK_KoSp0LajzcdqkabQWFuTfn1FYxBRA6qeYolklCNbXCTYUIoWaf5M-islu8FdpFrVEjbH7-O2kKsBKELUHnJKdsspdzTodutEzSlAnz0tKBDb9GtxvIiNx7BzNQpsxtYOnAcKv2trUCN2RGoq-bj63tD-TjW1s4rlmayKtUAEjEpCXe-LaKcyxrA5BgGWBclPyATT3vXNezlwHEnY5gGqhjanVqytSBc__34gmXKKCFw1z31VKHo5GaQqzWFYoIL-zcSgA/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Canterbury, South Island, offering a peaceful playing environment. Rated 4.6/5 (87 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
208,Wainui Golf Course,ChIJYf7WomgiDW0RVTjCWCwVVME,"35 Windmill Drive, Auckland 0992, New Zealand",-36.6070378,174.6242266,North Island,Auckland,+64 9 444 3437,https://wainui.online/,4.6,80,"['Monday: 7:30\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20096:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20096:30\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20096:30\u202fPM']",https://maps.google.com/?cid=13930782827575654485&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJYf7WomgiDW0RVTjCWCwVVME/photos/AcnlKN2gj6APOLY71tHSMiGw11VC1lQ7KQ7NaaDB0srsEw6uVCqKp-QyQVUbbDVdNU5HR0wS5z1kXCr3OzlalcysaIlN14ZYI_0AXIpmbiAINokXFSm-MHnpeU99Ch6jZ0wKU6YlMXdn9Fk1yDEK1BWEUDaY_wSg1XECCTC0wZuc-VSaum-gmzddfEx1Z3DOC9J_fgZXcFteMbb_yc9gHrISOI7G5w3ag3FEc6LT9Z2lDzPNrq9SMKrw7A5h6aqO9V9l_fLu36WgxrEA4z_S_46z_zePGnPlwLS3NeFGlhqAYFuxcOXRU029u_eynYL6hqH01XhdcXKhHRYa59Mu43GJBc291RBoyXfnVYe0ly0hMHhW8WoDGebVYPWOK-m7Z9gV6ogd3RUqqjVIVDvWs4HbLV9hpuUMXLeb5OGcqqToMuSABlv5pjbyhTj9qe27OnZu/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf course in Auckland, North Island, offering a peaceful playing environment. Rated 4.6/5 (80 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
209,Wainuiomata Golf Club,ChIJp91m-SSoOG0REPGbJGLvAA8,"334 Coast Road, Wainuiomata, Lower Hutt 5014, New Zealand",-41.3033152,174.93724580000003,North Island,Wellington,+64 4 564 7746,https://www.wainuigolf.co.nz/,4.4,151,"['Monday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20095:00\u202fPM']",https://maps.google.com/?cid=1081127115368952080&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJp91m-SSoOG0REPGbJGLvAA8/photos/AcnlKN15F1mOLMWKg5xbVzi2RuvxZu6ArsiOMqdvZFS0M7ePikrY9_pVGjH2f7oYPxis1jUerxyEydXJT1sUj0tLtexx5hXu0gUTHtP47VIpK8E7DpqI_NOQg3O8XvgZBEAIGzh23g_pWgonhIdhaTmbryfRRWl6mdRmqTh_VLBWXsfm4qvuFOMFsKq460iCLPEVOtK80KX24vbUzx2i9BDM_XGRNoTuBSQ0WUtO8Pn0y7cNF0lG9JYooOM_HoMhr2PCaou6ny98116RNdseuNu53ifVcojFhTkQI6lE8zbEUtQ3QHR4oR5amzYzNBd3p7Gdd-KNwvgGsJDJ6rJrYcT-GfMJQuBOQIb65_qtBtykQLg3CRc-ErKRyeS1jovFuKPGj2xMLbIXCJ8j4jEWnTV4EP7WQEIEiIam54TEJKZ0sM_H4fuK/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Wellington, North Island, featuring stunning coastal views. Rated 4.4/5 (151 reviews) on Google.",35,80,"['coast', 'local', 'value']",
210,Waiotira Golf Club,ChIJsX1a_6V8DG0Ro4bGkYlPbxA,"100 Mititai Road, Waiotira 0193, New Zealand",-35.9399781,174.1921577,North Island,Northland,,,4.5,25,,https://maps.google.com/?cid=1184252679296550563&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJsX1a_6V8DG0Ro4bGkYlPbxA/photos/AcnlKN1vt6S-ZW_e77-nPqTia4H7_2ixmQqdFX-e6C63IZcBeVBOqb2dUMuj9tI99z-H-SF9DWGhRYscFGbepm1BYmhj2HTsluwqZVkUQduNmh_ESnxZ1gFjYVEi98bGyBFChqdvOOnJb608DU-RzguXMH9DLtWK4WUDYcolEo23oYvr3uyTC-CS1ixV4RBi2Ey3fgoisIPcDE0BZN_IPn1ha1vDV0mVfwKtgftxn8qqElKXgeAZfwmKLcj-9oB_4t35hBQLTMnju6miPrRWxDUSlUsDrDnVCcpL0oHBRkeJYNolbD3Xz-cECg3Y1ostdJxomOACHzc3Mt1MlEUTzlrLwGXbV8US4RLI58Xq1976xLLNHu3scsXFdh8NzPVgHWFF_ExW6t6Z6OuL4Avy2rVGmVMxvBymFpat1s3qseK_hXGkmg/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Northland, North Island, offering a peaceful playing environment. Rated 4.5/5 (25 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
211,Waipawa Golf Club,ChIJZf_RhRl1Qm0RZM6Kgg-FAqE,"2HXR+FX, Waipawa 4275, New Zealand",-39.9513665,176.5924077,North Island,Hawke's Bay,+64 6 857 8978,https://www.sporty.co.nz/waipawagolf,4.3,9,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://maps.google.com/?cid=11601981891720957540&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"Golf club in Hawke's Bay, North Island, offering a peaceful playing environment. Rated 4.3/5 (9 reviews) on Google.",35,80,"['coast', 'local', 'value']",
212,Waipu Golf Club,ChIJhz-I5r2aDG0RhWzTYNmmbPM,"3229 State Highway 1, Waipu 0582, New Zealand",-35.9457886,174.45906599999998,North Island,Northland,+64 9 432 0259,http://www.waipugolfclub.org.nz/,4.5,355,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20095:00\u202fPM']",https://maps.google.com/?cid=17540578101263821957&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJhz-I5r2aDG0RhWzTYNmmbPM/photos/AcnlKN04Xb5ga1iKxoNzMp-N3XkehGHMb8ieTY_svG5R138qZdGwyg7aCdjF0QT1MfLuRd9sLjuRUN1e3k5qKNZA1Swr5M_GeabEqwdVjf9ZsN4zaCpzqNYwXGzLBAq3vyYu1PnUututxD4e6VPlOfo8cLfqRrkmugJ-7sMzBUMJm3juJVg4ogFdczsr4xEDSajtYlH6_6hvDt1e9_NzYwFYBOkZSVwNpUjJetWZ8iDjR4ppy10PSjYFuDmZyYrCqgYnHT-bnpDQmKS0OVbshNAwn00a0rrv0mLTnBYZv0FbFpSPng/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Northland, North Island, offering a peaceful playing environment. Rated 4.5/5 (355 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
213,Waipukurau Golf Club,ChIJI6rtRwAJQm0RotN-PK26Hx4,"3024 State Highway 2, Takapau 4281, New Zealand",-39.983813,176.4700741,North Island,Hawke's Bay,,https://www.waipukuraugolfclub.co.nz/,4.8,6,,https://maps.google.com/?cid=2170658798622921634&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"Golf club in Hawke's Bay, North Island, offering a peaceful playing environment. Rated 4.8/5 (6 reviews) on Google.",80,180,"['coast', 'local', 'mid']",
